"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2019","12","1","The Haunted Showboat: Nancy Drew Series, Book 35","Carolyn Keene","Juvenile Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","VIDEODISC","2019","12","2","Old dog / directed by Sally Rowe ; producers, Benjamin Breen, Alan Oxman, Roland Rojas, Sally Rowe, Regina Sobel ; Rowe Road Productions, LLC.",,"Sorenson Paul, Dog trainers New Zealand Biography, Sheep dogs Training New Zealand, Human animal relationships New Zealand, Human animal communication New Zealand, Biographical films, Nonfiction films, Documentary films","[Passion River Films],","[2018]"
"Physical","Horizon","BOOK","2019","12","4","Chasing my cure : a doctor's race to turn hope into action : a memoir / David Fajgenbaum.","Fajgenbaum, David C.","Fajgenbaum David C Health, Lymph nodes Cancer Patients United States Biography, Physicians Diseases United States, Physicians United States Biography","Ballantine Books,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","While you sleep : a novel / Stephanie Merritt.","Merritt, Stephanie, 1974-","Women Mental health Fiction, Haunted houses Fiction, Man woman relationships Fiction, Scotland Fiction, Ghost stories, Thrillers Fiction, Gothic fiction, Psychological fiction","Pegasus Crime,","2019."
"Physical","Horizon","SOUNDDISC","2019","12","1","That would be me / Harry Connick, Jr.","Connick, Harry, Jr., 1967-","Popular music 2011 2020, Popular music","Columbia,","[2015]"
"Physical","Horizon","VIDEODISC","2019","12","1","Once upon a time. The complete fourth season / ABC Studios.",,"Fairy tales Drama, Fantasy television programs, Fiction television programs, Television series, Video recordings for the hearing impaired","ABC Studios,","[2015]"
"Physical","Horizon","BOOK","2019","12","2","The Sandman : overture / written by Neil Gaiman ; art by J.H. Williams III ; colors by Dave Stewart ; letters by Todd Klein.","Gaiman, Neil","Sandman Fictitious character from Gaiman Comic books strips etc, Creation Comic books strips etc, Fantasy comics, Graphic novels, Comic books strips etc","DC Comics,","[2015]"
"Digital","OverDrive","EBOOK","2019","12","1","Summoning the Night: Arcadia Bell Series, Book 2","Jenn Bennett","Fantasy, Fiction, Romance","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2019","12","1","Rich and Pretty: A Novel","Rumaan Alam","Fiction, Literature","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2019","12","1","I still dream about you : a novel / Fannie Flagg.","Flagg, Fannie","Real estate business Alabama Birmingham Fiction, Women real estate agents Fiction, City and town life Fiction, Alabama Fiction, Humorous fiction, Love stories, Mystery fiction","Random House,","[2010]"
"Physical","Horizon","VIDEODISC","2019","12","3","Yukinojō henge = An actor's revenge / Janus Films ; a Daiei production ; produced by Masaichi Nagata ; adapted by Daisuke Ito and Teinosuke Kinugasa ; screenplay by Natto Wada ; director, Kon Ichikawa.",,"Actors Japan Drama, Parents Death Drama, Revenge Drama, Suicide Drama, Feature films, Fiction films, Motion pictures Japanese","The Criterion Collection,","[2018]"
"Digital","OverDrive","EBOOK","2019","12","1","The Bobby Gold Stories","Anthony Bourdain","Fiction, Humor (Fiction), Mystery, Thriller","Bloomsbury USA","2011"
"Digital","OverDrive","EBOOK","2019","12","2","Waking the Rainbow Dragon: Dragon Masters Series, Book 10","Tracey West","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2018"
"Physical","Horizon","BOOK","2019","12","1","The people of twelve thousand winters / written by Trinka Hakes Noble ; and illustrated by Jim Masdsen.","Noble, Trinka Hakes","Delaware Indians Juvenile literature","Sleeping Bear Press,","[2012]"
"Physical","Horizon","BOOK","2019","12","1","Unlucky charms / Adam Rex.","Rex, Adam","Cereals Prepared Juvenile fiction, Magic Juvenile fiction, Twins Juvenile fiction, Good and evil Juvenile fiction, Adventure and adventurers Fiction, Brothers and sisters Fiction, Humorous fiction, Adventure fiction","Balzer + Bray,","2014."
"Physical","Horizon","BOOK","2019","12","1","A field guide to mushrooms, North America / Kent H. McKnight and Vera B. McKnight ; illustrations by Vera B. McKnight.","McKnight, Kent H.","Mushrooms North America Identification, Mushrooms North America Pictorial works","Houghton Mifflin,","[1987]"
"Physical","Horizon","BOOK","2019","12","1","Coming of age as a poet : Milton, Keats, Eliot, Plath / Helen Vendler.","Vendler, Helen, 1933-","Eliot T S Thomas Stearns 1888 1965 Criticism and interpretation, Milton John 1608 1674 Criticism and interpretation, Keats John 1795 1821 Criticism and interpretation, Plath Sylvia Criticism and interpretation, English poetry History and criticism, American poetry 20th century History and criticism, Maturation Psychology in literature","Harvard University Press,","2003."
"Digital","OverDrive","EBOOK","2019","12","3","Beast: A Tale of Love and Revenge","Lisa Jensen","Fantasy, Folklore, Romance, Young Adult Fiction","Candlewick Press","2018"
"Digital","OverDrive","EBOOK","2019","12","23","The War that Saved My Life","Kimberly Brubaker Bradley","Historical Fiction, Juvenile Fiction","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","SOUNDDISC","2019","12","2","The hex for family and friends / Richard Swift.","Swift, Richard, 1977-2018","Popular music 2011 2020, Rock music 2011 2020, Popular music, Rock music","Secretly Canadian,","[2018]"
"Physical","Horizon","BOOK","2019","12","1","Rumi : unseen poems / translated and edited by Brad Gooch and Maryam Mortaz.","Jalāl al-Dīn Rūmī, Maulana, 1207-1273,","Jalal al Din Rumi Maulana 1207 1273 Translations into English","Alfred A. Knopf,","2019."
"Digital","OverDrive","EBOOK","2019","12","1","What Miss Mitchell Saw","Hayley Barrett","Biography & Autobiography, Juvenile Nonfiction, Science","Simon & Schuster, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","2","Excellent women / Barbara Pym ; introduction by A.N. Wilson.","Pym, Barbara","Single women Fiction, Self esteem in women Fiction, England Fiction, Psychological fiction","Penguin,","2006."
"Digital","OverDrive","EBOOK","2019","12","1","Snow Day!","Courtney Carbone","Beginning Reader, Juvenile Fiction, Picture Book Fiction","Random House, Inc.","2014"
"Physical","Horizon","BOOK","2019","12","20","Chicka chicka 1, 2, 3 / Bill Martin Jr., Michael Sampson ; [illustrated by] Lois Ehlert.","Martin, Bill, 1916-2004","Counting Fiction, Stories in rhyme Juvenile fiction","Simon & Schuster Books for Young Readers,","[2004]"
"Physical","Horizon","BOOK","2019","12","1","Goodnight Bob / by Ann and John Hassett.","Hassett, Ann (Ann M.)","Bedtime Juvenile fiction, Picture books","Albert Whitman & Company,","2016."
"Physical","Horizon","BOOK","2019","12","1","Quick and easy vegan bake sale : more than 150 delicious sweet and savory vegan treats perfect for sharing / Carla Kelly.","Kelly, Carla, 1971-","Vegan cooking, Desserts, Baking, Quick and easy cooking, Cookbooks","Experiment,","2011."
"Physical","Horizon","BOOK","2019","12","1","A bear and his boy / by Sean Bryan ; illustrations by Tom Murphy.","Bryan, Sean (Sean M.)","Stories in rhyme Juvenile fiction, Bears Juvenile fiction, Humorous stories","Arcade Pub.,","2011."
"Physical","Horizon","SOUNDDISC","2019","12","2","Relayer / Yes.","Yes (Musical group)","Progressive rock music, Rock music 1971 1980","Elektra/Rhino,","[2003]"
"Digital","OverDrive","EBOOK","2019","12","1","True Honor: Uncommon Heroes Series, Book 3","Dee Henderson","Christian Fiction, Fiction, Romance, Suspense","Tyndale House Publishers","2014"
"Physical","Horizon","BOOK","2019","12","6","The field guide to dumb birds of North America / Matt Kracht.","Kracht, Matt","Birds North America Identification, Birds North America Humor, Bird watching North America Humor","Chronicle Books LLC,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Haikyu!! 28, Day 2 / Haruichi Furudate ; [translation, Adrienne Beck ; touch-up art & lettering, Erika Terriquez ; design, Julian (JR) Robinson ; editor, Marlene First].","Furudate, Haruichi, 1983-","Teenage boys Comic books strips etc, Volleyball Comic books strips etc, Volleyball Tournaments Comic books strips etc, Sports tournaments Comic books strips etc, Graphic novels, Sports comics","VIZ Media, LLC,","[2018]"
"Physical","Horizon","VIDEODISC","2019","12","3","Coyote waits / a Wildwood Enterprises production ; a Carlton/Granada production ; teleplay by Lucky Gold ; producer, Craig McNeil ; directed by Jan Egleson ; co-produced by Granada USA Productions and Wildwood Productions, in association with WGBH Boston.",,"Leaphorn Joe Lt Fictitious character Drama, Chee Jim Fictitious character Drama, Navajo Indians Drama, Police Navajo Indian Reservation Drama, Made for TV movies, Video recordings for the hearing impaired, Detective and mystery television programs, Fiction television programs","PBS DVD Video : Distributed by PBS Home Video,","[2003]"
"Physical","Horizon","BOOK","2019","12","6","Conflict resolution for holy beings : poems / Joy Harjo.","Harjo, Joy",,"W. W. Norton & Company,","c2015."
"Physical","Horizon","BOOK","2019","12","1","Beastly crochet : 23 critters to wear and love / Brenda K.B. Anderson.","Anderson, Brenda K. B.","Crocheting Patterns, Decoration and ornament Animal forms","Interweave,","[2013]"
"Physical","Horizon","BOOK","2019","12","3","The quest of the missing map / by Carolyn Keene.","Keene, Carolyn","Drew Nancy Fictitious character Juvenile fiction, Twins Juvenile fiction, Buried treasure Fiction, Mystery and detective stories","Grosset & Dunlap,","[1997]"
"Physical","Horizon","BOOK","2019","12","1","Game on! 2017 : all the best games: amazing facts, awesome secrets / writers, Luke Albigés [and 15 others] ; editor, Stephen Ashby.",,"Video games Juvenile literature, Electronic games Juvenile literature, Computer games Juvenile literature, Internet games Juvenile literature","Scholastic,","2016."
"Digital","OverDrive","EBOOK","2019","12","65","American Royals","Katharine McGee","Romance, Young Adult Fiction, Young Adult Literature","Random House, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","1","A Paris Christmas : immoveable feast / John Baxter.","Baxter, John, 1939-","Baxter John 1939, Baxter John 1939 Homes and haunts France Paris, Christmas France Paris, Cooking France Paris, Authors Australian 20th century Biography, Paris France Social life and customs","Harper Perennial,","[2008]"
"Digital","OverDrive","AUDIOBOOK","2019","12","6","The Widow of Pale Harbor (Unabridged)","Hester Fox","Fantasy, Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2019","12","3","Acqua Alta: A Commissario Guido Brunetti Mystery, Book 5","Donna Leon","Fiction, Mystery","Open Road Integrated Media","2014"
"Digital","OverDrive","EBOOK","2019","12","9","The Atrocity Archives: Laundry Files Series, Book 1","Charles Stross","Fiction, Science Fiction, Thriller","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2019","12","2","In the Cockpit II: Inside History-Making Aircraft of World War II","National Air and Space Museum","History, Military, Nonfiction","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2019","12","2","A tall, dark cowboy Christmas / Maisey Yates.","Yates, Maisey","Man woman relationships Fiction, Cowboys Fiction, Widowers Fiction, Adoptees Fiction, Oregon Fiction, Romance fiction, Christmas fiction, Western fiction","HQN Books,","[2018]"
"Physical","Horizon","BOOK","2019","12","7","Most people / words by Michael Leannah ; pictures by Jennifer E. Morris.","Leannah, Michael, 1957-","Good and evil Juvenile literature, Human behavior Juvenile literature","Tilbury House Publishers,","[2017]"
"Digital","OverDrive","EBOOK","2019","12","1","Taína","Ernesto Quiñonez","Fiction, Literature, Romance","Random House, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","2","Stanton : Lincoln's war secretary / Walter Stahr.","Stahr, Walter","Stanton Edwin M Edwin McMasters 1814 1869, Lincoln Abraham 1809 1865 Friends and associates, United States War Department Biography, Cabinet officers United States Biography, Statesmen United States Biography, Reconstruction U S history 1865 1877 Biography, United States History Civil War 1861 1865 Biography, United States Politics and government 1861 1865, United States Politics and government 1865 1869","Simon & Schuster,","2017."
"Digital","OverDrive","EBOOK","2019","12","1","Magical Housekeeping: Simple Charms and Practical Tips for Creating a Harmonious Home","Tess Whitehurst","New Age, Nonfiction","Llewellyn Publications","2013"
"Digital","OverDrive","EBOOK","2019","12","1","Snow White and Rose Red","Patricia Wrede","Fantasy, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2010"
"Physical","Horizon","VIDEODISC","2019","12","1","Black clover. Season 1, part 5, episodes 40-51 / director, Tatsuya Yoshihara ; animation production, Studio Pierrot ; English version by Funimation Productions, LLC ; producers, Justin Cook, Michael Harcourt.",,"Orphans Drama, Wizards Drama, Magic Drama, Anime, Television series, Fantasy television programs, Fiction television programs","Funimation,","[2019]"
"Physical","Horizon","VIDEODISC","2019","12","2","Scooby-Doo! Curse of the lake monster / Warner Premiere ; Cartoon Network Original ; an Atlas Entertainment, Telvan Productions, Nine/8 Entertainment production ; written by Steven Altier & Daniel Altier ; produced by Brian Levant, Brian J. Gilbert ; directed by Brian Levant.",,"Scooby Doo Fictitious character Juvenile drama, Monsters Juvenile drama, Made for TV movies, Childrens television programs, Detective and mystery television programs, Fiction television programs, Video recordings for the hearing impaired","Warner Home Video,","[2011]"
"Physical","Horizon","BOOK","2019","12","4","Go, Otto, go! / David Milgrim.","Milgrim, David","Robots Juvenile fiction, Rockets Aeronautics Juvenile fiction","Simon Spotlight,","2016."
"Physical","Horizon","BOOK","2019","12","9","Feast your eyes / Myla Goldberg.","Goldberg, Myla","Women photographers Fiction, Mothers and daughters Fiction, Historical fiction","Scribner,","2019."
"Physical","Horizon","SOUNDDISC","2019","12","1","In his father's footsteps : [a novel] / by Danielle Steel.","Steel, Danielle","Adult children of immigrants Fiction, Americanization Fiction, Immigrants New York State New York Fiction, American Dream Fiction, Fathers and sons Fiction, Social mobility United States 20th century Fiction, Wealth Moral and ethical aspects 20th century Fiction, Wealth Psychological aspects 20th century Fiction, Lower East Side New York N Y Fiction, Audiobooks, Domestic fiction, Historical fiction","Recorded Books,","[2018]"
